# freq eta
3.539999999999999858e+01 3.670920409371954962e-01
3.560000000000000142e+01 3.672699470941542810e-01
3.589999999999999858e+01 3.674921618474705221e-01
3.610000000000000142e+01 3.676144285457432770e-01
3.639999999999999858e+01 3.677556860042375808e-01
3.660000000000000142e+01 3.678269350197367338e-01
3.689999999999999858e+01 3.678965952115076377e-01
3.720000000000000284e+01 3.679309154687116501e-01
3.739999999999999858e+01 3.679342929425737929e-01
3.770000000000000284e+01 3.679160168477143000e-01
3.800000000000000000e+01 3.678705296054100571e-01
3.829999999999999716e+01 3.678060557770261307e-01
3.850000000000000000e+01 3.677527863525479890e-01
3.879999999999999716e+01 3.676614987938734425e-01
3.910000000000000142e+01 3.675598867460978525e-01
3.939999999999999858e+01 3.674514473197826314e-01
3.970000000000000284e+01 3.673394284297083479e-01
4.000000000000000000e+01 3.672247574492285005e-01
4.020000000000000284e+01 3.671492371304700963e-01
4.050000000000000000e+01 3.670376125760865804e-01
4.079999999999999716e+01 3.669279291809564580e-01
4.110000000000000142e+01 3.668229425008128208e-01
4.139999999999999858e+01 3.667218693169985722e-01
4.170000000000000284e+01 3.666262249952223495e-01
4.200000000000000000e+01 3.665362771247985263e-01
4.229999999999999716e+01 3.664505126802536927e-01
4.260000000000000142e+01 3.663697016663290396e-01
4.289999999999999858e+01 3.662940383096190966e-01
4.320000000000000284e+01 3.662226278718284656e-01
4.360000000000000142e+01 3.661321307634335387e-01
4.389999999999999858e+01 3.660687754596527732e-01
4.420000000000000284e+01 3.660071330380540999e-01
4.450000000000000000e+01 3.659502164564046311e-01
4.479999999999999716e+01 3.658949588422992782e-01
4.520000000000000284e+01 3.658267194487360707e-01
4.550000000000000000e+01 3.657779142559846042e-01
4.579999999999999716e+01 3.657344548142978935e-01
4.610000000000000142e+01 3.656947600791944364e-01
4.650000000000000000e+01 3.656503992062944408e-01
4.679999999999999716e+01 3.656235310554199480e-01
4.710000000000000142e+01 3.656050976095915894e-01
4.750000000000000000e+01 3.655951040560079246e-01
4.779999999999999716e+01 3.655994182142684457e-01
4.820000000000000284e+01 3.656241865368131116e-01
4.850000000000000000e+01 3.656591098163222142e-01
4.889999999999999858e+01 3.657319311371140524e-01
4.920000000000000284e+01 3.658065780751114660e-01
4.960000000000000142e+01 3.659366552237042214e-01
4.989999999999999858e+01 3.660594578542020749e-01
5.029999999999999716e+01 3.662571564635189181e-01
5.070000000000000284e+01 3.664953454322855686e-01
5.100000000000000000e+01 3.667036678999687771e-01
5.139999999999999858e+01 3.670183976813322646e-01
5.179999999999999716e+01 3.673769744683942906e-01
5.210000000000000142e+01 3.676741322708227400e-01
5.250000000000000000e+01 3.681078848759844480e-01
5.289999999999999858e+01 3.685798358871766878e-01
5.329999999999999716e+01 3.690885260848249527e-01
5.370000000000000284e+01 3.696317578245054136e-01
5.410000000000000142e+01 3.702019984532878283e-01
5.439999999999999858e+01 3.706455308514678415e-01
5.479999999999999716e+01 3.712555660700679883e-01
5.520000000000000284e+01 3.718799373089293758e-01
5.560000000000000142e+01 3.725123971281501523e-01
5.600000000000000000e+01 3.731492558922049341e-01
5.639999999999999858e+01 3.737833675111280063e-01
5.679999999999999716e+01 3.744100052848564619e-01
5.729999999999999716e+01 3.751751364078495521e-01
5.770000000000000284e+01 3.757655973593269083e-01
5.810000000000000142e+01 3.763313856803328084e-01
5.850000000000000000e+01 3.768695850978535655e-01
5.889999999999999858e+01 3.773755938835384738e-01
5.939999999999999858e+01 3.779604395260922622e-01
5.979999999999999716e+01 3.783841221750639527e-01
6.020000000000000284e+01 3.787715933066328478e-01
