# NonDimLength  RelLossFactorError
3.540000e+01 5.330920e-02 9.134281e-03 6.702750e-03 1.706665e-01
3.560000e+01 2.881618e-02 9.356458e-02 6.113528e-02 2.656636e-01
3.590000e+01 4.464222e-02 4.021751e-02 5.694609e-02 2.465916e-01
3.610000e+01 1.995059e-02 5.331326e-02 9.198958e-02 2.083320e-01
3.640000e+01 1.367023e-02 6.337019e-02 6.329001e-02 2.550658e-02
3.660000e+01 4.427686e-02 4.872308e-03 4.523524e-02 6.689594e-02
3.690000e+01 5.597684e-03 6.943587e-02 1.305452e-01 1.937683e-02
3.720000e+01 6.540998e-04 1.043342e-02 5.358516e-02 6.944753e-02
3.740000e+01 2.116652e-02 6.880641e-04 7.623965e-02 9.406917e-02
3.770000e+01 1.229738e-02 2.494132e-02 6.909321e-03 1.419863e-01
3.800000e+01 2.106810e-02 4.366092e-02 3.060553e-02 2.774227e-02
3.830000e+01 5.935318e-02 1.026687e-02 7.905140e-02 1.704225e-01
3.850000e+01 2.570677e-03 8.385949e-03 3.508144e-02 2.611820e-01
3.880000e+01 3.141016e-02 4.211075e-02 6.302409e-02 3.106653e-01
3.910000e+01 3.816027e-02 1.135169e-02 1.955706e-02 8.201249e-02
3.940000e+01 2.689171e-03 1.405242e-02 3.363007e-02 7.644314e-02
3.970000e+01 1.530176e-03 1.411764e-02 1.216023e-01 2.660319e-01
4.000000e+01 7.626110e-03 1.287102e-02 7.455535e-02 1.574044e-01
4.020000e+01 8.245928e-03 1.556637e-02 7.102253e-02 5.321749e-02
4.050000e+01 1.496423e-02 4.932892e-02 2.555878e-02 1.658271e-02
4.080000e+01 9.526267e-03 1.071873e-02 2.705424e-02 2.250283e-01
4.110000e+01 1.647294e-02 2.997283e-02 1.273846e-01 3.685875e-02
4.140000e+01 4.884652e-03 3.079210e-02 5.159636e-02 1.150754e-01
4.170000e+01 2.952429e-02 1.467475e-02 3.148859e-02 1.772162e-01
4.200000e+01 1.871781e-03 6.192594e-03 4.283011e-03 3.645789e-01
4.230000e+01 3.017207e-02 1.174259e-02 5.228712e-02 8.625924e-02
4.260000e+01 2.770871e-02 4.884315e-02 7.276991e-02 2.342779e-01
4.290000e+01 1.696764e-02 5.787047e-02 2.029938e-01 5.006215e-02
4.320000e+01 2.085666e-02 4.375921e-02 8.873957e-02 4.206419e-02
4.360000e+01 2.494349e-02 3.938124e-02 6.721957e-02 6.137394e-02
4.390000e+01 1.511823e-02 7.793581e-03 6.708202e-02 7.648785e-02
4.420000e+01 4.386278e-02 7.219512e-03 7.827193e-02 1.515949e-01
4.450000e+01 8.384439e-03 3.463860e-02 2.690933e-02 3.955933e-02
4.480000e+01 3.448554e-02 2.058921e-02 1.022531e-01 3.386874e-01
4.520000e+01 2.615972e-03 6.712328e-02 3.737253e-02 1.905177e-01
4.550000e+01 2.752153e-02 7.500585e-03 1.035218e-01 1.032083e-01
4.580000e+01 3.848540e-02 4.396444e-02 1.327507e-03 2.065319e-02
4.610000e+01 3.190508e-02 3.040953e-02 7.002374e-03 1.680692e-01
4.650000e+01 4.314252e-02 5.868289e-03 3.556966e-02 3.536172e-01
4.680000e+01 1.402938e-02 1.277819e-02 5.175454e-02 1.844278e-01
4.710000e+01 2.352119e-03 1.737252e-02 7.563667e-02 5.565956e-02
4.750000e+01 3.137646e-02 4.166087e-02 8.833787e-02 2.159020e-01
4.780000e+01 1.090030e-02 3.947788e-02 1.112195e-02 2.952958e-01
4.820000e+01 5.075037e-03 5.641079e-02 1.426844e-03 1.605539e-02
4.850000e+01 2.116652e-02 3.194379e-03 8.082706e-02 1.009240e-01
4.890000e+01 9.568407e-03 2.276630e-02 2.617296e-02 1.241971e-01
4.920000e+01 1.665107e-02 1.803620e-02 1.607846e-01 3.105993e-01
4.960000e+01 7.597955e-03 3.476487e-02 3.936547e-02 3.799037e-01
4.990000e+01 2.714191e-03 3.775138e-02 1.202308e-02 1.702484e-01
5.030000e+01 1.485107e-02 6.378953e-02 1.442847e-01 7.084388e-02
5.070000e+01 1.803334e-02 4.946507e-02 9.540735e-03 1.766084e-01
5.100000e+01 7.338587e-03 3.502590e-02 2.412559e-02 4.950202e-02
5.140000e+01 2.248175e-02 1.060516e-01 1.091206e-01 2.133399e-01
5.180000e+01 1.280528e-02 9.986988e-02 1.931813e-03 4.222752e-02
5.210000e+01 2.502239e-02 2.641281e-02 3.421065e-02 2.105264e-03
5.250000e+01 6.443838e-02 3.436244e-02 1.468681e-02 1.349829e-01
5.290000e+01 2.299322e-02 1.405310e-02 4.202582e-02 2.557320e-01
5.330000e+01 1.040697e-02 5.201356e-02 8.269042e-02 7.001851e-02
5.370000e+01 6.947553e-03 6.768986e-02 5.053151e-02 8.859397e-02
5.410000e+01 1.622948e-02 6.291341e-02 5.981455e-03 2.037996e-01
5.440000e+01 2.956350e-02 2.643018e-02 2.227708e-02 1.239373e-01
5.480000e+01 2.214436e-02 3.623471e-03 4.991966e-03 3.409432e-01
5.520000e+01 3.644553e-03 8.951151e-03 1.319240e-01 1.104958e-01
5.560000e+01 2.642355e-02 2.846470e-05 8.066155e-02 2.720094e-01
5.600000e+01 1.615561e-02 4.547050e-02 3.702399e-02 1.697267e-01
5.640000e+01 3.004176e-02 6.469365e-02 2.695650e-02 1.959743e-01
5.680000e+01 9.010323e-03 2.295588e-02 1.801274e-02 5.801544e-02
5.730000e+01 9.434363e-03 5.322953e-02 5.545691e-02 1.987887e-01
5.770000e+01 3.892959e-02 2.281518e-02 3.389019e-03 1.343506e-01
5.810000e+01 1.138096e-02 8.562194e-02 1.464964e-01 3.652690e-01
5.850000e+01 9.520028e-03 2.863227e-02 2.320991e-01 2.160449e-02
5.890000e+01 2.021184e-04 8.912739e-03 3.207344e-02 8.453978e-02
5.940000e+01 7.438089e-03 3.852645e-02 3.308907e-02 8.829537e-02
5.980000e+01 1.625518e-02 1.684111e-03 5.066579e-02 7.497597e-02
6.020000e+01 2.733181e-02 1.130875e-02 3.182042e-02 2.149165e-01
6.060000e+01 4.249651e-02 1.702534e-02 9.726434e-02 1.024648e-01
6.110000e+01 1.582674e-02 4.449658e-02 1.852370e-02 2.319627e-01
6.150000e+01 5.468232e-03 1.793700e-02 4.559659e-02 2.840490e-01
6.200000e+01 1.143994e-02 5.757693e-02 1.862750e-01 8.008003e-02
6.240000e+01 1.237325e-02 1.617374e-04 6.023135e-02 3.698758e-02
6.290000e+01 9.974772e-03 5.168531e-02 1.715225e-01 4.823757e-01
6.330000e+01 5.511877e-03 3.597862e-02 1.084515e-01 7.378538e-02
6.380000e+01 2.307839e-02 1.616430e-02 8.638442e-02 8.122686e-02
6.420000e+01 3.507385e-02 7.785167e-03 1.196556e-01 1.667099e-01
6.470000e+01 8.922357e-03 8.949388e-02 9.770039e-03 2.360497e-02
6.520000e+01 2.972803e-02 1.130728e-01 2.470240e-02 9.971354e-02
6.560000e+01 3.278076e-03 2.610247e-02 1.560369e-01 8.351361e-02
6.610000e+01 6.178659e-03 3.113178e-02 3.617561e-02 1.146201e-01
6.660000e+01 2.009391e-02 4.673153e-02 6.044259e-02 7.826301e-02
6.710000e+01 2.782012e-02 3.289890e-02 2.494731e-02 7.616664e-02
6.760000e+01 2.710744e-03 2.358437e-02 1.126313e-01 2.844750e-02
6.800000e+01 3.599586e-02 5.212988e-02 1.914403e-01 2.650905e-02
6.850000e+01 6.074456e-02 7.196101e-02 1.304641e-04 1.211835e-01
6.900000e+01 5.101387e-03 3.724147e-02 9.951417e-02 1.796517e-01
6.950000e+01 3.803456e-02 3.860029e-02 8.252183e-02 1.635706e-01
7.000000e+01 4.038646e-04 1.494284e-02 1.910233e-01 2.482882e-01
7.050000e+01 2.618854e-03 3.271341e-02 1.952810e-01 1.754101e-01
7.100000e+01 5.209111e-02 3.051030e-02 2.304925e-02 1.972466e-01
7.160000e+01 1.515533e-02 7.664944e-03 3.578159e-02 2.086650e-01
7.210000e+01 9.118572e-03 2.062436e-02 7.584783e-02 5.930225e-02
7.260000e+01 2.199595e-02 6.110417e-02 1.543418e-01 8.650212e-02
7.310000e+01 2.683745e-02 6.558010e-02 6.494930e-03 4.797540e-02
7.370000e+01 3.307413e-03 1.005839e-02 1.630781e-01 2.221971e-01
7.420000e+01 2.569151e-02 7.051039e-02 2.336983e-01 1.912114e-01
7.470000e+01 7.014662e-03 1.849435e-02 8.311796e-02 1.929474e-01
7.530000e+01 1.032804e-02 2.164270e-02 1.222825e-02 1.682179e-01
7.580000e+01 1.942628e-02 9.210763e-02 1.110070e-01 3.673364e-01
7.640000e+01 1.852924e-02 2.943319e-02 9.397403e-03 2.821431e-01
7.690000e+01 1.093773e-02 5.952445e-02 8.291430e-02 1.821046e-01
7.750000e+01 2.840192e-02 4.846821e-02 1.257374e-01 1.817479e-01
7.800000e+01 2.952126e-02 3.520184e-03 5.524186e-03 2.517300e-01
7.860000e+01 4.551265e-02 1.999548e-02 7.458540e-02 3.287189e-02
7.910000e+01 9.098921e-03 6.118461e-02 1.279960e-01 9.943074e-03
7.970000e+01 1.678604e-02 1.746449e-02 7.268894e-02 4.752804e-01
8.030000e+01 3.966493e-02 4.323917e-02 4.893182e-02 1.800217e-01
8.090000e+01 1.281789e-02 3.777513e-03 6.077055e-03 2.348777e-01
8.150000e+01 1.544043e-02 3.582224e-02 3.212718e-02 5.238764e-02
8.200000e+01 9.917769e-03 1.196288e-02 5.503710e-02 2.488672e-01
8.260000e+01 3.549676e-03 6.417093e-03 1.000174e-01 2.424238e-01
8.320000e+01 1.116971e-02 5.305408e-02 4.747900e-02 1.161233e-01
8.380000e+01 1.601321e-02 6.329546e-02 1.599125e-01 2.254389e-01
8.440000e+01 3.874505e-03 1.687739e-02 1.241047e-03 1.517387e-01
8.510000e+01 1.751654e-02 1.131186e-03 2.521896e-04 2.067036e-01
8.570000e+01 1.552424e-02 1.041215e-01 7.000891e-02 2.451160e-01
8.630000e+01 1.151727e-02 4.984317e-02 6.365996e-03 1.120686e-01
8.690000e+01 6.238433e-03 6.795443e-02 6.876895e-02 2.156278e-03
8.750000e+01 1.164979e-02 1.982457e-02 2.587890e-02 1.154121e-01
8.820000e+01 2.915821e-02 1.005110e-03 6.268804e-02 3.714974e-02
8.880000e+01 1.556744e-02 4.047178e-02 3.557491e-03 2.643567e-02
8.940000e+01 2.728553e-03 1.875144e-02 8.852889e-03 5.107154e-02
9.010000e+01 6.628971e-02 3.801062e-02 2.063998e-02 1.208361e-01
9.070000e+01 2.127033e-02 4.456134e-03 1.066041e-02 1.479372e-01
9.140000e+01 7.879069e-03 5.247781e-02 3.822025e-03 7.820552e-02
9.210000e+01 8.839049e-03 2.545488e-02 2.635247e-02 9.589826e-02
9.270000e+01 1.630595e-03 4.275134e-02 2.563904e-02 1.585237e-01
9.340000e+01 8.037309e-03 1.266708e-02 7.724654e-02 1.090655e-01
9.410000e+01 9.099658e-03 5.983625e-02 4.752791e-05 1.216287e-01
9.470000e+01 1.637148e-02 3.749263e-02 2.567074e-02 2.656654e-01
9.540000e+01 8.728649e-03 3.800498e-02 4.148539e-02 7.441146e-02
9.610000e+01 2.998594e-02 1.260553e-03 1.787540e-03 1.852542e-01
9.680000e+01 2.763899e-03 2.719726e-02 4.164493e-02 3.181375e-02
9.750000e+01 7.156268e-03 1.629835e-03 2.914578e-02 6.235941e-02
9.820000e+01 4.714840e-03 9.396252e-03 7.693163e-03 5.242389e-02
9.890000e+01 2.286305e-03 3.709867e-02 1.757166e-02 4.647374e-02
9.960000e+01 4.351856e-03 1.450878e-02 6.287795e-02 1.984076e-02
1.004000e+02 1.332023e-02 1.724617e-02 8.648489e-02 1.054687e-01
1.011000e+02 1.362412e-02 2.726306e-05 1.058756e-01 2.191976e-02
1.018000e+02 8.061118e-03 4.009281e-02 8.692725e-02 1.210604e-01
1.026000e+02 5.613837e-03 3.149393e-02 6.338342e-02 1.276272e-01
1.033000e+02 1.579916e-03 2.035079e-02 8.986757e-02 2.252966e-01
1.040000e+02 3.054688e-03 3.869493e-02 2.890855e-03 2.206130e-01
1.048000e+02 7.148700e-03 5.584702e-03 2.741074e-02 4.239731e-02
1.055000e+02 1.376089e-03 2.197336e-02 1.341641e-02 9.277169e-02
1.063000e+02 1.330693e-03 4.390269e-02 5.996309e-02 6.063801e-02
1.071000e+02 1.526929e-02 2.152402e-02 2.709376e-02 8.195101e-02
1.078000e+02 3.329987e-02 8.854957e-03 1.552664e-02 4.230086e-03
