# freq eta
1.000000000000000000e+00 -8.057753500802299074e-02
2.000000000000000000e+00 1.062457630690607946e+00
3.000000000000000000e+00 1.007374224681925057e+00
4.000000000000000000e+00 1.013729295867113134e+00
5.000000000000000000e+00 1.008946003397483526e+00
6.000000000000000000e+00 1.004826860232948205e+00
7.000000000000000000e+00 1.002028764567125307e+00
8.000000000000000000e+00 9.991374589635080294e-01
9.000000000000000000e+00 1.000128339035039948e+00
1.000000000000000000e+01 9.907715857717829255e-01
1.500000000000000000e+01 1.006300817476736720e+00
2.000000000000000000e+01 9.986584515483539759e-01
2.500000000000000000e+01 1.000951929212257507e+00
3.000000000000000000e+01 1.000207758910942601e+00
3.500000000000000000e+01 9.999808119094567571e-01
4.000000000000000000e+01 1.000066207639741966e+00
4.500000000000000000e+01 1.000053592640492983e+00
5.000000000000000000e+01 9.999693946010016488e-01
5.500000000000000000e+01 9.998985114272808117e-01
6.000000000000000000e+01 1.000012178028435894e+00
6.500000000000000000e+01 9.999786879454848343e-01
7.000000000000000000e+01 9.999908167136379866e-01
7.500000000000000000e+01 1.000046421416074027e+00
8.000000000000000000e+01 1.000020789531275156e+00
8.500000000000000000e+01 9.999813796150742728e-01
9.000000000000000000e+01 9.999918900892078577e-01
9.500000000000000000e+01 1.000058552613429130e+00
1.000000000000000000e+02 1.000003642088764577e+00
