# freq eta
3.539999999999999858e+01 1.000002360819240765e+00
3.560000000000000142e+01 9.999980042877918418e-01
3.589999999999999858e+01 9.999984975198557002e-01
3.610000000000000142e+01 9.999973871229795863e-01
3.639999999999999858e+01 1.000001443295934767e+00
3.660000000000000142e+01 9.999995995945439864e-01
3.689999999999999858e+01 1.000000538732068733e+00
3.720000000000000284e+01 1.000001305928004847e+00
3.739999999999999858e+01 9.999997577487637068e-01
3.770000000000000284e+01 1.000001029440946043e+00
3.800000000000000000e+01 9.999999243969058815e-01
3.829999999999999716e+01 1.000001117146882335e+00
3.850000000000000000e+01 1.000002505378693174e+00
3.879999999999999716e+01 9.999986683890311756e-01
3.910000000000000142e+01 9.999999854169604463e-01
3.939999999999999858e+01 9.999993745073791906e-01
3.970000000000000284e+01 1.000000404597477521e+00
4.000000000000000000e+01 9.999996374278485867e-01
4.020000000000000284e+01 9.999998679087558351e-01
4.050000000000000000e+01 1.000000614757761808e+00
4.079999999999999716e+01 9.999978323390960044e-01
4.110000000000000142e+01 9.999990905768949556e-01
4.139999999999999858e+01 1.000002691126504528e+00
4.170000000000000284e+01 9.999995377658726925e-01
4.200000000000000000e+01 9.999994835070462607e-01
4.229999999999999716e+01 1.000001108892793811e+00
4.260000000000000142e+01 9.999991954176491449e-01
4.289999999999999858e+01 1.000000075581390258e+00
4.320000000000000284e+01 9.999988545626556924e-01
4.360000000000000142e+01 9.999972027338155378e-01
4.389999999999999858e+01 9.999987666372398554e-01
4.420000000000000284e+01 1.000000375308438327e+00
4.450000000000000000e+01 1.000001994257407656e+00
4.479999999999999716e+01 9.999996916140764247e-01
4.520000000000000284e+01 9.999991392644357324e-01
4.550000000000000000e+01 9.999997482761455725e-01
4.579999999999999716e+01 1.000000857878333482e+00
4.610000000000000142e+01 9.999995949747408908e-01
4.650000000000000000e+01 9.999997334188927001e-01
4.679999999999999716e+01 9.999983800655377619e-01
4.710000000000000142e+01 9.999999011906867130e-01
4.750000000000000000e+01 1.000000753673580212e+00
4.779999999999999716e+01 9.999996463440865568e-01
4.820000000000000284e+01 9.999996595036096947e-01
4.850000000000000000e+01 9.999979920048907012e-01
4.889999999999999858e+01 9.999996181973817011e-01
4.920000000000000284e+01 9.999993401246379809e-01
4.960000000000000142e+01 1.000000168402286116e+00
4.989999999999999858e+01 9.999987822099195567e-01
5.029999999999999716e+01 1.000002087244359128e+00
5.070000000000000284e+01 9.999980980697174004e-01
5.100000000000000000e+01 1.000000218977287192e+00
5.139999999999999858e+01 1.000001162918394249e+00
5.179999999999999716e+01 9.999998168638017937e-01
5.210000000000000142e+01 9.999995282142948305e-01
5.250000000000000000e+01 9.999980452053536251e-01
5.289999999999999858e+01 9.999996103983515017e-01
5.329999999999999716e+01 1.000000846426593926e+00
5.370000000000000284e+01 1.000000011512284681e+00
5.410000000000000142e+01 1.000000021807902373e+00
5.439999999999999858e+01 9.999997678884774421e-01
5.479999999999999716e+01 9.999996678457635513e-01
5.520000000000000284e+01 9.999991933603796790e-01
5.560000000000000142e+01 9.999992572077879283e-01
5.600000000000000000e+01 9.999997816987378219e-01
5.639999999999999858e+01 9.999989044452984865e-01
5.679999999999999716e+01 9.999996048186248210e-01
5.729999999999999716e+01 1.000000310537296988e+00
5.770000000000000284e+01 9.999984743704452006e-01
5.810000000000000142e+01 1.000001492137726933e+00
5.850000000000000000e+01 9.999991982959477443e-01
5.889999999999999858e+01 9.999989106227256119e-01
5.939999999999999858e+01 9.999998087484064380e-01
5.979999999999999716e+01 9.999994156437610471e-01
6.020000000000000284e+01 9.999988221931908061e-01
6.060000000000000142e+01 9.999990634455998562e-01
6.110000000000000142e+01 9.999991045741292162e-01
6.150000000000000000e+01 1.000000102516521494e+00
6.200000000000000000e+01 9.999994915160137499e-01
6.239999999999999858e+01 9.999993955027528525e-01
