# freq eta
5.000000000000000000e+00 5.006000072610822249e-01
1.000000000000000000e+01 5.000837828978196287e-01
1.500000000000000000e+01 5.000137948954472833e-01
2.000000000000000000e+01 5.000034270874230691e-01
2.500000000000000000e+01 5.000023367108761274e-01
3.000000000000000000e+01 5.000030937289290378e-01
3.500000000000000000e+01 4.999861633240904046e-01
4.000000000000000000e+01 5.000035451178603818e-01
4.500000000000000000e+01 5.000008857510556126e-01
5.000000000000000000e+01 5.000001495551945618e-01
5.500000000000000000e+01 4.999975074541175291e-01
6.000000000000000000e+01 5.000013254152877451e-01
6.500000000000000000e+01 4.999994047235246097e-01
7.000000000000000000e+01 5.000019476896606641e-01
7.500000000000000000e+01 5.000004544082079505e-01
8.000000000000000000e+01 4.999989888737673693e-01
8.500000000000000000e+01 4.999999902805842833e-01
9.000000000000000000e+01 4.999987382332941599e-01
9.500000000000000000e+01 4.999990391252187583e-01
1.000000000000000000e+02 4.999991533322368231e-01
