# freq eta
1.000000000000000000e+00 1.584301584452264544e+00
2.000000000000000000e+00 9.808212289747487711e-01
3.000000000000000000e+00 9.770028246504076641e-01
4.000000000000000000e+00 1.136362660505157773e+00
5.000000000000000000e+00 9.501753381228613682e-01
6.000000000000000000e+00 9.396020337619708229e-01
7.000000000000000000e+00 1.019857141305977155e+00
8.000000000000000000e+00 1.007245127215574909e+00
9.000000000000000000e+00 9.841385977042873545e-01
1.000000000000000000e+01 1.004986942895247370e+00
1.500000000000000000e+01 1.004108578482061365e+00
2.000000000000000000e+01 1.000237409072936234e+00
2.500000000000000000e+01 9.999327438681447910e-01
3.000000000000000000e+01 9.997954944972524682e-01
3.500000000000000000e+01 1.000044181945996424e+00
4.000000000000000000e+01 9.985168111452942252e-01
4.500000000000000000e+01 9.991453752468109073e-01
5.000000000000000000e+01 1.001480152386039935e+00
5.500000000000000000e+01 9.992893773996379680e-01
6.000000000000000000e+01 1.000447396043572024e+00
6.500000000000000000e+01 9.995158167909830027e-01
7.000000000000000000e+01 9.997671409714649071e-01
7.500000000000000000e+01 1.000041494633616246e+00
8.000000000000000000e+01 9.996473327273807108e-01
8.500000000000000000e+01 1.000188921805193143e+00
9.000000000000000000e+01 9.997691701362685368e-01
9.500000000000000000e+01 9.997812171386667446e-01
1.000000000000000000e+02 1.000030864399543917e+00
