#
#--------------------------------------------------------------------------------
### 
## 
## Courbe 0
## resp_2
## Courbe 1
## resp_3
## Courbe 2
## resp_4
## Courbe 3
## resp_5
## Courbe 4
## resp_6
## Courbe 5
## resp_7
## Courbe 6
## resp_8
## Courbe 7
## resp_9
## Courbe 8
## resp_10
## Courbe 9
## resp_11
## Courbe 10
## resp_12
## Courbe 11
## resp_13
## Courbe 12
## resp_14
FREQ          DZ_0_R        DZ_0_I        DZ_1_R        DZ_1_I        DZ_2_R        DZ_2_I        DZ_3_R        DZ_3_I        DZ_4_R        DZ_4_I        DZ_5_R        DZ_5_I        DZ_6_R        DZ_6_I        DZ_7_R        DZ_7_I        DZ_8_R        DZ_8_I        DZ_9_R        DZ_9_I        DZ_10_R       DZ_10_I       DZ_11_R       DZ_11_I       DZ_12_R       DZ_12_I     
 4.11000E+01   1.95806E+00  -6.00104E-01   1.53828E+00  -1.94461E+00   1.04052E+00  -3.24002E+00   5.09859E-01  -4.38966E+00  -8.34083E-03  -5.31230E+00  -4.72191E-01  -5.94654E+00  -8.46739E-01  -6.25406E+00  -1.10680E+00  -6.22181E+00  -1.23898E+00  -5.86290E+00  -1.24280E+00  -5.21605E+00  -1.13075E+00  -4.34393E+00  -9.27548E-01  -3.33033E+00  -6.68485E-01  -2.27654E+00
 4.14000E+01   1.98165E+00  -5.17571E-01   1.55063E+00  -1.86999E+00   1.03958E+00  -3.17632E+00   4.94807E-01  -4.33880E+00  -3.69987E-02  -5.27505E+00  -5.12682E-01  -5.92255E+00  -8.96199E-01  -6.24201E+00  -1.16156E+00  -6.21965E+00  -1.29495E+00  -5.86803E+00  -1.29588E+00  -5.22568E+00  -1.17729E+00  -4.35537E+00  -9.64748E-01  -3.34124E+00  -6.94800E-01  -2.28521E+00
 4.17000E+01   2.00724E+00  -4.35713E-01   1.56477E+00  -1.79628E+00   1.04011E+00  -3.11378E+00   4.80821E-01  -4.28932E+00  -6.50364E-02  -5.23935E+00  -5.52998E-01  -5.90024E+00  -9.45884E-01  -6.23171E+00  -1.21687E+00  -6.21919E+00  -1.35168E+00  -5.87475E+00  -1.34982E+00  -5.23674E+00  -1.22467E+00  -4.36799E+00  -1.00268E+00  -3.35306E+00  -7.21660E-01  -2.29450E+00
 4.20000E+01   2.03483E+00  -3.54482E-01   1.58070E+00  -1.72344E+00   1.04208E+00  -3.05235E+00   4.67859E-01  -4.24116E+00  -9.25165E-02  -5.20517E+00  -5.93216E-01  -5.87956E+00  -9.95883E-01  -6.22308E+00  -1.27282E+00  -6.22038E+00  -1.40927E+00  -5.88304E+00  -1.40471E+00  -5.24917E+00  -1.27296E+00  -4.38176E+00  -1.04140E+00  -3.36577E+00  -7.49110E-01  -2.30439E+00
 4.23000E+01   2.06444E+00  -2.73832E-01   1.59841E+00  -1.65142E+00   1.04548E+00  -2.99196E+00   4.55880E-01  -4.19427E+00  -1.19498E-01  -5.17242E+00  -6.33412E-01  -5.86046E+00  -1.04628E+00  -6.21609E+00  -1.32950E+00  -6.22319E+00  -1.46781E+00  -5.89284E+00  -1.46063E+00  -5.26296E+00  -1.32226E+00  -4.39667E+00  -1.08097E+00  -3.37934E+00  -7.77192E-01  -2.31488E+00
 4.26000E+01   2.09608E+00  -1.93723E-01   1.61791E+00  -1.58016E+00   1.05030E+00  -2.93258E+00   4.44848E-01  -4.14861E+00  -1.46036E-01  -5.14108E+00  -6.73660E-01  -5.84287E+00  -1.09717E+00  -6.21068E+00  -1.38701E+00  -6.22757E+00  -1.52739E+00  -5.90411E+00  -1.51769E+00  -5.27807E+00  -1.37264E+00  -4.41267E+00  -1.12145E+00  -3.39376E+00  -8.05952E-01  -2.32596E+00
 4.29000E+01   2.12979E+00  -1.14117E-01   1.63920E+00  -1.50963E+00   1.05651E+00  -2.87415E+00   4.34731E-01  -4.10410E+00  -1.72185E-01  -5.11108E+00  -7.14030E-01  -5.82676E+00  -1.14864E+00  -6.20680E+00  -1.44545E+00  -6.23346E+00  -1.58812E+00  -5.91682E+00  -1.57596E+00  -5.29445E+00  -1.42417E+00  -4.42975E+00  -1.16292E+00  -3.40901E+00  -8.35434E-01  -2.33760E+00
 4.32000E+01   2.16559E+00  -3.49781E-02   1.66231E+00  -1.43979E+00   1.06412E+00  -2.81664E+00   4.25499E-01  -4.06073E+00  -1.97995E-01  -5.08238E+00  -7.54593E-01  -5.81207E+00  -1.20076E+00  -6.20440E+00  -1.50490E+00  -6.24084E+00  -1.65008E+00  -5.93093E+00  -1.63554E+00  -5.31208E+00  -1.47694E+00  -4.44786E+00  -1.20543E+00  -3.42506E+00  -8.65685E-01  -2.34979E+00
 4.36000E+01   2.21664E+00   6.98645E-02   1.69596E+00  -1.34768E+00   1.07642E+00  -2.74130E+00   4.14524E-01  -4.00456E+00  -2.31963E-01  -5.04606E+00  -8.09096E-01  -5.79463E+00  -1.27143E+00  -6.20345E+00  -1.58592E+00  -6.25289E+00  -1.73480E+00  -5.95184E+00  -1.71718E+00  -5.33747E+00  -1.54936E+00  -4.47359E+00  -1.26385E+00  -3.44767E+00  -9.07298E-01  -2.36687E+00
 4.39000E+01   2.25746E+00   1.48025E-01   1.72337E+00  -1.27931E+00   1.08727E+00  -2.68576E+00   4.07266E-01  -3.96364E+00  -2.57166E-01  -5.02022E+00  -8.50375E-01  -5.78308E+00  -1.32542E+00  -6.20434E+00  -1.64811E+00  -6.26354E+00  -1.80004E+00  -5.96904E+00  -1.78019E+00  -5.35787E+00  -1.60534E+00  -4.49403E+00  -1.30906E+00  -3.46551E+00  -9.39530E-01  -2.38029E+00
 4.42000E+01   2.30050E+00   2.25806E-01   1.75266E+00  -1.21153E+00   1.09953E+00  -2.63102E+00   4.00819E-01  -3.92370E+00  -2.82184E-01  -4.99553E+00  -8.92074E-01  -5.77282E+00  -1.38035E+00  -6.20657E+00  -1.71165E+00  -6.27551E+00  -1.86684E+00  -5.98750E+00  -1.84482E+00  -5.37940E+00  -1.66285E+00  -4.51542E+00  -1.35554E+00  -3.48408E+00  -9.72693E-01  -2.39422E+00
 4.45000E+01   2.34582E+00   3.03226E-01   1.78387E+00  -1.14430E+00   1.11319E+00  -2.57703E+00   3.95168E-01  -3.88471E+00  -3.07059E-01  -4.97195E+00  -9.34258E-01  -5.76378E+00  -1.43631E+00  -6.21009E+00  -1.77662E+00  -6.28878E+00  -1.93533E+00  -6.00718E+00  -1.91119E+00  -5.40202E+00  -1.72196E+00  -4.53771E+00  -1.40336E+00  -3.50335E+00  -1.00684E+00  -2.40862E+00
 4.48000E+01   2.39347E+00   3.80300E-01   1.81703E+00  -1.07760E+00   1.12827E+00  -2.52378E+00   3.90299E-01  -3.84665E+00  -3.31832E-01  -4.94945E+00  -9.76995E-01  -5.75592E+00  -1.49339E+00  -6.21486E+00  -1.84313E+00  -6.30328E+00  -2.00560E+00  -6.02804E+00  -1.97939E+00  -5.42569E+00  -1.78278E+00  -4.56089E+00  -1.45261E+00  -3.52330E+00  -1.04202E+00  -2.42349E+00
 4.52000E+01   2.46074E+00   4.82546E-01   1.86437E+00  -9.89488E-01   1.15062E+00  -2.45388E+00   3.85005E-01  -3.79727E+00  -3.64776E-01  -4.92106E+00  -1.03495E+00  -5.74723E+00  -1.57139E+00  -6.22306E+00  -1.93438E+00  -6.32447E+00  -2.10224E+00  -6.05759E+00  -2.07336E+00  -5.45881E+00  -1.86668E+00  -4.59309E+00  -1.52061E+00  -3.55091E+00  -1.09064E+00  -2.44401E+00
 4.55000E+01   2.51408E+00   5.58846E-01   1.90228E+00  -9.23989E-01   1.16909E+00  -2.40225E+00   3.81921E-01  -3.76123E+00  -3.89468E-01  -4.90092E+00  -1.07924E+00  -5.74198E+00  -1.63142E+00  -6.23055E+00  -2.00488E+00  -6.34168E+00  -2.17710E+00  -6.08100E+00  -2.14626E+00  -5.48476E+00  -1.93184E+00  -4.61818E+00  -1.57347E+00  -3.57232E+00  -1.12846E+00  -2.45988E+00
 4.58000E+01   2.56998E+00   6.34818E-01   1.94229E+00  -8.58987E-01   1.18906E+00  -2.35129E+00   3.79591E-01  -3.72602E+00  -4.14189E-01  -4.88174E+00  -1.12430E+00  -5.73777E+00  -1.69287E+00  -6.23912E+00  -2.07728E+00  -6.35996E+00  -2.25410E+00  -6.10542E+00  -2.22136E+00  -5.51161E+00  -1.99903E+00  -4.64401E+00  -1.62802E+00  -3.59432E+00  -1.16751E+00  -2.47616E+00
 4.61000E+01   2.62851E+00   7.10456E-01   1.98448E+00  -7.94478E-01   1.21055E+00  -2.30098E+00   3.78009E-01  -3.69160E+00  -4.38977E-01  -4.86347E+00  -1.17021E+00  -5.73457E+00  -1.75583E+00  -6.24873E+00  -2.15167E+00  -6.37927E+00  -2.33339E+00  -6.13080E+00  -2.29877E+00  -5.53931E+00  -2.06836E+00  -4.67055E+00  -1.68434E+00  -3.61685E+00  -1.20785E+00  -2.49280E+00
 4.65000E+01   2.71079E+00   8.10770E-01   2.04421E+00  -7.09236E-01   1.24162E+00  -2.23491E+00   3.77062E-01  -3.64692E+00  -4.72196E-01  -4.84050E+00  -1.23286E+00  -5.73178E+00  -1.84229E+00  -6.26307E+00  -2.25418E+00  -6.40651E+00  -2.44286E+00  -6.16603E+00  -2.40580E+00  -5.57747E+00  -2.16432E+00  -4.70695E+00  -1.76235E+00  -3.64767E+00  -1.26376E+00  -2.51551E+00
